chapter,family,defect,dose,delta,se,n_items,acc,score_file
1,omission,omission,0.0,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/omission/0%/scores_target_llama.json
1,omission,omission,0.05,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/omission/5%/scores_target_llama.json
1,omission,omission,0.1,0.8781124403895287,0.5552865275389369,22,0.8181818181818182,evaluation/outputs/luke1/1.7b/omission/10%/scores_target_llama.json
1,omission,omission,0.15,1.1622111878609318,0.5131428093090749,22,0.7727272727272727,evaluation/outputs/luke1/1.7b/omission/15%/scores_target_llama.json
1,omission,omission,0.2,0.8781124403895282,0.555286527538937,22,0.8181818181818182,evaluation/outputs/luke1/1.7b/omission/20%/scores_target_llama.json
1,omission,omission,0.3,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/omission/30%/scores_target_llama.json
1,mistranslation,mistranslation,0.0,-0.5886508116119293,0.9464312664958522,22,0.9545454545454546,evaluation/outputs/luke1/1.7b/mistranslation/0%/scores_target_llama.json
1,mistranslation,mistranslation,0.05,-0.5886508116119293,0.9464312664958522,22,0.9545454545454546,evaluation/outputs/luke1/1.7b/mistranslation/5%/scores_target_llama.json
1,mistranslation,mistranslation,0.1,-0.5886508116119293,0.9464312664958522,22,0.9545454545454546,evaluation/outputs/luke1/1.7b/mistranslation/10%/scores_target_llama.json
1,mistranslation,mistranslation,0.15,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/mistranslation/15%/scores_target_llama.json
1,mistranslation,mistranslation,0.2,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/mistranslation/20%/scores_target_llama.json
1,mistranslation,mistranslation,0.3,0.8781124403895282,0.555286527538937,22,0.8181818181818182,evaluation/outputs/luke1/1.7b/mistranslation/30%/scores_target_llama.json
1,grammar,grammar,0.0,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/grammar/0%/scores_target_llama.json
1,grammar,grammar,0.05,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/grammar/5%/scores_target_llama.json
1,grammar,grammar,0.1,0.8781124403895287,0.5552865275389369,22,0.8181818181818182,evaluation/outputs/luke1/1.7b/grammar/10%/scores_target_llama.json
1,grammar,grammar,0.15,0.8781124403895287,0.5552865275389369,22,0.8181818181818182,evaluation/outputs/luke1/1.7b/grammar/15%/scores_target_llama.json
1,grammar,grammar,0.2,0.8781124403895287,0.5552865275389369,22,0.8181818181818182,evaluation/outputs/luke1/1.7b/grammar/20%/scores_target_llama.json
1,grammar,grammar,0.3,0.8781124403895287,0.5552865275389369,22,0.8181818181818182,evaluation/outputs/luke1/1.7b/grammar/30%/scores_target_llama.json
1,awkward,awkward,0.0,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/awkward/0%/scores_target_llama.json
1,awkward,awkward,0.05,0.08900273955577563,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/awkward/5%/scores_target_llama.json
1,awkward,awkward,0.1,1.162211187860932,0.5131428093090749,22,0.7727272727272727,evaluation/outputs/luke1/1.7b/awkward/10%/scores_target_llama.json
1,awkward,awkward,0.15,1.162211187860932,0.5131428093090749,22,0.7727272727272727,evaluation/outputs/luke1/1.7b/awkward/15%/scores_target_llama.json
1,awkward,awkward,0.2,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/awkward/20%/scores_target_llama.json
1,awkward,awkward,0.3,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/awkward/30%/scores_target_llama.json
1,addition:adversarial,addition,0.0,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/0%/scores_target_llama.json
1,addition:adversarial,addition,0.05,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/adversarial_5%/scores_target_llama.json
1,addition:adversarial,addition,0.1,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/adversarial_10%/scores_target_llama.json
1,addition:adversarial,addition,0.15,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/adversarial_15%/scores_target_llama.json
1,addition:adversarial,addition,0.2,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/addition/adversarial_20%/scores_target_llama.json
1,addition:adversarial,addition,0.3,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/adversarial_30%/scores_target_llama.json
1,addition:bad,addition,0.0,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/0%/scores_target_llama.json
1,addition:bad,addition,0.05,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/bad_5%/scores_target_llama.json
1,addition:bad,addition,0.1,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/bad_10%/scores_target_llama.json
1,addition:bad,addition,0.15,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/bad_15%/scores_target_llama.json
1,addition:bad,addition,0.2,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/bad_20%/scores_target_llama.json
1,addition:bad,addition,0.3,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/addition/bad_30%/scores_target_llama.json
1,addition:neutral,addition,0.0,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/0%/scores_target_llama.json
1,addition:neutral,addition,0.05,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/neutral_5%/scores_target_llama.json
1,addition:neutral,addition,0.1,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/neutral_10%/scores_target_llama.json
1,addition:neutral,addition,0.15,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/neutral_15%/scores_target_llama.json
1,addition:neutral,addition,0.2,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/addition/neutral_20%/scores_target_llama.json
1,addition:neutral,addition,0.3,0.08900273955577578,0.7264686513412764,22,0.9090909090909091,evaluation/outputs/luke1/1.7b/addition/neutral_30%/scores_target_llama.json
1,inconsistency:name,inconsistency,0.0,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/inconsistency/0%/scores_target_llama.json
1,inconsistency:name,inconsistency,0.05,0.5357176956071469,0.6192416609310384,22,0.8636363636363636,evaluation/outputs/luke1/1.7b/inconsistency/name_5%/scores_target_llama.json
